FECcommittee,icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt,multiple.dist,alt.dist,dup.account,Official
C00468405,21186,robert,hurt,roberthurt,VA,House,5,R,1/5/2011,1/3/2017,reproberthurt,4,2630,0,0,2410,0.916,1,,,,1
C00468405,21186,robert,hurt,roberthurt,VA,House,5,R,1/5/2011,1/3/2017,RobertHurt,,,,,,,1,,,,0
C00279273,49306,kay,hutchison,kayhutchison,TX,Senate,NA,R,1/5/1993,1/3/2013,kaybaileyhutch,3,4249,0,1,NA,NA,0,,,,0
C00675348,41707,cindy,hydesmith,cindyhydesmith,MS,Senate,,R,,,SenHydeSmith,,,,,,,1,,,,1
C00675348,41707,cindy,hydesmith,cindyhydesmith,MS,Senate,,R,,,cindyhydesmith,,,,,,,1,,,,0
C00207993,15424,james,inhofe,jamesinhofe,OK,Senate,NA,R,1/6/1987,1/3/2021,inhofepress,7,5980,0,0,4407,0.737,1,,,,0
C00207993,15424,james,inhofe,jamesinhofe,OK,Senate,NA,R,1/6/1987,1/3/2021,jiminhofe,4,980,0,0,782,0.798,1,,,,0
C00432732,4812,daniel,inouye,danielinouye,HI,Senate,NA,D,1/7/1959,12/17/2012,daniel_inouye,2,2107,0,0,1454,0.69,0,,,,0
C00337436,29937,jay,inslee,jayinslee,WA,House,1,D,1/5/1993,3/20/2012,jayinslee,6,1565,0,0,458,0.293,1,,,,0
C00337436,29937,jay,inslee,jayinslee,WA,House,1,D,1/5/1993,3/20/2012,GovInslee,,,,,,,1,,,,0
C00384693,29909,john,isakson,johnisakson,GA,Senate,NA,R,1/6/1999,1/3/2023,senatorisakson,3,3303,1,0,2819,0.853,1,,,,1
C00384693,29909,john,isakson,johnisakson,GA,Senate,NA,R,1/6/1999,1/3/2023,JohnnyIsakson,,,,,,,1,,,,0
C00358952,20129,steve,israel,steveisrael,NY,House,3,D,1/3/2001,1/3/2017,repsteveisrael,4,4469,0,0,3508,0.785,1,1,2,,1
C00358952,20129,steve,israel,steveisrael,NY,House,3,D,1/3/2001,1/3/2017,BySteveIsrael,,,,,,,1,1,2,,0
C00350520,20107,darrell,issa,darrellissa,CA,House,49,R,1/3/2001,1/3/2019,darrellissa,7,20543,0,0,16601,0.808,1,,,,0
C00350520,20107,darrell,issa,darrellissa,CA,House,49,R,1/3/2001,1/3/2019,TeamIssa,,,,,,,1,,,,0
C00287904,29573,sheila,jacksonlee,sheilajacksonlee,TX,House,18,D,1/4/1995,1/3/2019,jacksonleetx18,4,4367,0,0,856,0.196,1,,,,0
C00287904,29573,sheila,jacksonlee,sheilajacksonlee,TX,House,18,D,1/4/1995,1/3/2019,TX18CongWOMAN,,,,,,,1,,,,0
C00605592,21726,pramila,jayapal,pramilajayapal,WA,House,7,D,1/3/2017,1/3/2019,repjayapal,7,2688,0,0,443,0.165,1,,,,1
C00605592,21726,pramila,jayapal,pramilajayapal,WA,House,7,D,1/3/2017,1/3/2019,PramilaJayapal,,,,,,,1,,,,0
C00503052,,hakeem,jeffries,hakeemjeffries,NY,House,8,D,,,hakeemjeffries,,,,,,,,,,,
C00503052,21343,hakeem,jeffries,hakeemjeffries,NY,House,8,D,1/3/2013,1/3/2019,repjeffries,3,2111,0,0,474,0.225,0,,,,1
C00548271,21558,evan,jenkins,evanjenkins,WV,House,3,R,1/6/2015,1/3/2019,repevanjenkins,3,1836,0,0,1197,0.652,1,,,,1
C00548271,21558,evan,jenkins,evanjenkins,WV,House,3,R,1/6/2015,1/3/2019,EvanJenkinsWV,,,,,,,1,,,,0
C00433730,20915,lynn,jenkins,lynnjenkins,KS,House,2,R,1/6/2009,1/3/2019,replynnjenkins,2,5351,0,0,4890,0.914,1,,,,1
C00433730,20915,lynn,jenkins,lynnjenkins,KS,House,2,R,1/6/2009,1/3/2019,lynnjenkins,,,,,,,1,,,,0
C00439802,40905,mike,johanns,mikejohanns,NE,Senate,NA,R,1/6/2009,1/3/2015,mike_johanns,7,7,1,0,NA,NA,1,,,,0
C00439802,40905,mike,johanns,mikejohanns,NE,Senate,NA,R,1/6/2009,1/3/2015,SecJohanns,,,,,,,1,,,,0
C00476820,21162,bill,johnson,billjohnson,OH,House,6,R,1/5/2011,1/3/2019,repbilljohnson,2,4580,0,0,32,0.007,1,,,,1
C00476820,21162,bill,johnson,billjohnson,OH,House,6,R,1/5/2011,1/3/2019,JohnsonLeads,,,,,,,1,,,,0
C00628917,21935,dusty,johnson,dustyjohnson,SD,House,1,,,,DustyJohnson,,,,,,,1,,,,0
C00628917,21935,dusty,johnson,dustyjohnson,SD,House,1,,,,RepJohnson,,,,,,,1,,,,1
C00254573,39305,eddie,johnson,eddiejohnson,TX,House,30,D,1/5/1993,1/3/2019,repebj,5,7680,0,0,6186,0.805,0,,,,1
C00418293,20712,henry,johnson,henryjohnson,GA,House,4,D,1/4/2007,1/3/2019,rephankjohnson,4,3532,0,0,2197,0.622,1,,,,1
C00418293,20712,henry,johnson,henryjohnson,GA,House,4,D,1/4/2007,1/3/2019,ReElectHank,,,,,,,1,,,,0
C00608695,21727,mike,johnson,mikejohnson,LA,House,4,R,1/3/2017,1/3/2019,repmikejohnson,6,128,0,0,93,0.727,0,,,,1
C00482984,41111,ron,johnson,ronjohnson,WI,Senate,NA,R,1/5/2011,1/3/2023,senronjohnson,7,3382,1,0,2970,0.878,1,,,,1
C00482984,41111,ron,johnson,ronjohnson,WI,Senate,NA,R,1/5/2011,1/3/2023,RonJohnsonWI,,,,,,,1,,,,0
C00250720,29143,sam,johnson,samjohnson,TX,House,3,R,1/3/1991,1/3/2019,samspressshop,1,947,0,0,840,0.887,0,,,,0
C00201533,15425,tim,johnson,timjohnson,SD,Senate,NA,D,1/6/1987,1/3/2015,senjohnsonsd,4,1365,0,0,1242,0.91,0,,,,1
C00350421,20116,timothy,johnson,timothyjohnson,IL,House,15,R,1/3/2001,1/3/2013,reptimjohnson,0,284,0,1,NA,NA,0,,,,1
C00551572,21401,david,jolly,davidjolly,FL,House,13,R,3/11/2014,1/3/2017,usrepdavidjolly,6,1803,0,0,1488,0.825,1,,,,1
C00551572,21401,david,jolly,davidjolly,FL,House,13,R,3/11/2014,1/3/2017,DavidJollyFL,,,,,,,1,,,,0
C00640623,41705,doug,jones,dougjones,AL,Senate,,D,,,SenDougJones,,,,,,,1,,,,1
C00640623,41705,doug,jones,dougjones,AL,Senate,,D,,,DougJones,,,,,,,1,,,,0
C00305052,29546,walter,jones,walterjones,NC,House,3,R,1/4/1995,1/3/2019,repwalterjones,1,1863,1,1,NA,NA,0,,,,1
C00416594,20738,jim,jordan,jimjordan,OH,House,4,R,1/4/2007,1/3/2019,jim_jordan,6,2153,0,0,1372,0.637,1,,,,0
C00416594,20738,jim,jordan,jimjordan,OH,House,4,R,1/4/2007,1/3/2019,Votejimjordan,,,,,,,1,,,,0
C00527457,21353,david,joyce,davidjoyce,OH,House,14,R,1/3/2013,1/3/2019,repdavejoyce,6,3074,0,0,2646,0.861,1,,,,1
C00527457,21353,david,joyce,davidjoyce,OH,House,14,R,1/3/2013,1/3/2019,DaveJoyceOH14,,,,,,,1,,,,0
C00674259,21936,john,joyce,johnjoyce,PA,House,13,,,,JohnJoyceForPA,,,,,,,1,,,,0
C00674259,21936,john,joyce,johnjoyce,PA,House,13,,,,RepJohnJoyce,,,,,,,1,,,,1
C00495358,41305,timothy,kaine,timothykaine,VA,Senate,NA,D,1/3/2013,1/3/2019,timkaine,5,7807,0,1,NA,NA,0,,,,0
C00154625,15029,marcy,kaptur,marcykaptur,OH,House,9,D,1/3/1983,1/3/2019,repmarcykaptur,5,2476,0,0,1861,0.752,1,,,,1
C00154625,15029,marcy,kaptur,marcykaptur,OH,House,9,D,1/3/1983,1/3/2019,Marcy_Kaptur,,,,,,,1,,,,0
C00556365,21542,john,katko,johnkatko,NY,House,24,R,1/6/2015,1/3/2019,repjohnkatko,2,385,0,0,174,0.452,0,,,,1
,40901,edward,kaufman,edwardkaufman,DE,Senate,NA,D,1/16/2009,11/15/2010,usstk,4,11,1,0,NA,NA,0,,,,0
C00479063,21140,william,keating,williamkeating,MA,House,9,D,1/5/2011,1/3/2019,usrepkeating,7,1166,0,0,1073,0.92,1,,,,1
C00479063,21140,william,keating,williamkeating,MA,House,9,D,1/5/2011,1/3/2019,WilliamKeating,,,,,,,1,,,,0
C00474189,21167,mike,kelly,mikekelly,PA,House,3,R,1/5/2011,1/3/2019,mikekellypa,1,1742,0,0,1475,0.847,1,,,,0
C00474189,21167,mike,kelly,mikekelly,PA,House,3,R,1/5/2011,1/3/2019,MikeKellyforPA,,,,,,,1,,,,0
C00539866,21371,robin,kelly,robinkelly,IL,House,2,D,4/9/2013,1/3/2019,reprobinkelly,4,1908,1,1,NA,NA,1,,,,1
C00539866,21371,robin,kelly,robinkelly,IL,House,2,D,4/9/2013,1/3/2019,RobinLynneKelly,,,,,,,1,,,,0
C00539866,21371,robin,kelly,robinkelly,IL,House,2,D,4/9/2013,1/3/2019,robin42cd,6,3890,0,0,2406,0.619,1,,,,0
C00573980,21561,trent,kelly,trentkelly,MS,House,1,R,6/9/2015,1/3/2019,reptrentkelly,7,542,0,0,455,0.839,0,,,,1
C00608398,41703,john,kennedy,johnkennedy,LA,Senate,,R,1/3/2017,1/3/2023,senjohnkennedy,0,222,0,0,150,0.676,1,,,,1
C00608398,41703,john,kennedy,johnkennedy,LA,Senate,,R,1/3/2017,1/3/2023,JohnKennedyLA,,,,,,,1,,,,0
C00512970,21335,joseph,kennedy,josephkennedy,MA,House,4,D,1/3/2013,1/3/2019,repjoekennedy,7,3219,0,0,2168,0.674,1,,,,1
C00512970,21335,joseph,kennedy,josephkennedy,MA,House,4,D,1/3/2013,1/3/2019,joekennedy,,,,,,,1,,,,0
C00408088,14920,john,kerry,johnkerry,MA,Senate,NA,D,1/3/1985,2/1/2013,johnkerry,2,2252,0,0,26,0.012,0,,,,0
C00503185,21728,ro,khanna,rokhanna,CA,House,17,D,1/3/2017,1/3/2019,reprokhanna,5,712,0,0,465,0.653,1,,,,1
C00503185,21728,ro,khanna,rokhanna,CA,House,17,D,1/3/2017,1/3/2019,RoKhanna,,,,,,,1,,,,0
C00503185,21728,ro,khanna,rokhanna,CA,House,17,D,1/3/2017,1/3/2019,rokhannausa,3,3549,0,0,499,0.141,1,,,,0
C00502773,21729,ruben,kihuen,rubenkihuen,NV,House,4,D,1/3/2017,1/3/2019,repkihuen,0,678,0,0,325,0.479,1,,,,1
C00502773,21729,ruben,kihuen,rubenkihuen,NV,House,4,D,1/3/2017,1/3/2019,RubenKihuen,,,,,,,1,,,,0
C00499947,21372,daniel,kildee,danielkildee,MI,House,5,D,1/3/2013,1/3/2019,repdankildee,2,3893,1,1,NA,NA,1,,,,1
C00499947,21372,daniel,kildee,danielkildee,MI,House,5,D,1/3/2013,1/3/2019,dankildee,,,,,,,1,,,,0
C00514893,21368,derek,kilmer,derekkilmer,WA,House,6,D,1/3/2013,1/3/2019,repderekkilmer,1,1485,0,1,NA,NA,1,,,,1
C00514893,21368,derek,kilmer,derekkilmer,WA,House,6,D,1/3/2013,1/3/2019,DerekKilmer,,,,,,,1,,,,0
C00648220,21937,andy,kim,andykim,NJ,House,3,,,,AndyKimNJ,,,,,,,1,,,,0
C00648220,21937,andy,kim,andykim,NJ,House,3,,,,RepAndyKimNJ,,,,,,,1,,,,1
C00312017,29769,ron,kind,ronkind,WI,House,3,D,1/7/1997,1/3/2019,repronkind,5,1034,0,0,944,0.913,1,,,,1
C00312017,29769,ron,kind,ronkind,WI,House,3,D,1/7/1997,1/3/2019,KindforCongress,,,,,,,1,,,,0
C00516047,41300,angus,king,angusking,ME,Senate,NA,I,1/3/2013,1/3/2019,senangusking,3,2680,1,1,NA,NA,1,,,,1
C00516047,,angus,king,angusking,ME,Senate,,,,,AngusforMaine,,,,,,,,,,,
C00516047,41300,angus,king,angusking,ME,Senate,NA,I,1/3/2013,1/3/2019,AngusKing2018,,,,,,,1,,,,0
C00272211,29375,peter,king,peterking,NY,House,2,R,1/5/1993,1/3/2019,reppeteking,0,2280,0,0,2018,0.885,1,,,,1
C00272211,29375,peter,king,peterking,NY,House,2,R,1/5/1993,1/3/2019,congpeteking,,,,,,,1,,,,0
C00373563,20325,steve,king,steveking,IA,House,4,R,1/7/2003,1/3/2019,stevekingia,3,1790,0,0,1254,0.701,0,,,,0
C00261958,29338,jack,kingston,jackkingston,GA,House,1,R,1/5/1993,1/3/2015,jackkingston,1,2452,0,0,1361,0.555,0,,,,0
C00458877,21128,adam,kinzinger,adamkinzinger,IL,House,16,R,1/5/2011,1/3/2019,repkinzinger,4,5807,0,1,NA,NA,1,,,,1
C00458877,21128,adam,kinzinger,adamkinzinger,IL,House,16,R,1/5/2011,1/3/2019,AdamKinzinger,,,,,,,1,,,,0
C00350785,20115,mark,kirk,markkirk,IL,Senate,NA,R,1/3/2001,1/3/2017,senatorkirk,7,6592,0,0,5907,0.896,1,,,,1
C00350785,20115,mark,kirk,markkirk,IL,Senate,NA,R,1/3/2001,1/3/2017,MarkKirk,,,,,,,1,,,,0
C00651042,20902,ann,kirkpatrick,annkirkpatrick,AZ,House,2,D,1/6/2009,1/3/2017,ann_kirkpatrick,5,3204,0,0,3071,0.958,0,1,1,,0
C00651042,20902,Ann,Kirkpatrick,annkirkpatrick,AZ,House,1,,,,RepKirkpatrick,,,,,,,1,,,,1
C00326629,20333,john,kline,johnkline,MN,House,2,R,1/7/2003,1/3/2017,repjohnkline,3,3053,0,0,2565,0.84,1,,,,1
C00326629,20333,john,kline,johnkline,MN,House,2,R,1/7/2003,1/3/2017,Kline4Congress,,,,,,,1,,,,0
C00431353,40700,amy,klobuchar,amyklobuchar,MN,Senate,NA,D,1/4/2007,1/3/2019,amyklobuchar,1,5399,0,1,NA,NA,1,,,,0
C00431353,40700,amy,klobuchar,amyklobuchar,MN,Senate,NA,D,1/4/2007,1/3/2019,SenAmyKlobuchar,,,,,,,1,,,,1
C00554014,21505,steve,knight,steveknight,CA,House,25,R,1/6/2015,1/3/2019,steveknight25,2,335,0,0,271,0.809,1,,,,0
C00554014,21505,steve,knight,steveknight,CA,House,25,R,1/6/2015,1/3/2019,Knight4Congress,,,,,,,1,,,,0
C00554014,21505,steve,knight,steveknight,CA,House,25,R,1/6/2015,1/3/2019,unofficialsk,2,64,1,0,7,0.109,1,,,,0
C00575092,21730,raja,krishnamoorthi,rajakrishnamoorthi,IL,House,8,D,1/3/2017,1/3/2019,congressmanraja,5,377,1,0,223,0.592,1,,,,0
C00575092,21730,raja,krishnamoorthi,rajakrishnamoorthi,IL,House,8,D,1/3/2017,1/3/2019,RajaForCongress,,,,,,,1,,,,0
C00325704,29748,dennis,kucinich,denniskucinich,OH,House,10,D,1/7/1997,1/3/2013,dennis_kucinich,0,855,0,0,243,0.284,1,,,,0
C00325704,29748,dennis,kucinich,denniskucinich,OH,House,10,D,1/7/1997,1/3/2013,repkucinich,1,609,0,0,563,0.924,1,,,,1
C00462861,21340,ann,kuster,annkuster,NH,House,2,D,1/3/2013,1/3/2019,repanniekuster,2,2513,1,1,NA,NA,1,,,,1
C00462861,21340,ann,kuster,annkuster,NH,House,2,D,1/3/2013,1/3/2019,AnnMcLaneKuster,,,,,,,1,,,,0
C00614826,21731,david,kustoff,davidkustoff,TN,House,8,R,1/3/2017,1/3/2019,repdavidkustoff,5,128,0,1,NA,NA,1,,,,1
C00614826,21731,david,kustoff,davidkustoff,TN,House,8,R,1/3/2017,1/3/2019,DavidKustoff,,,,,,,1,,,,0
C00279521,15429,jon,kyl,jonkyl,AZ,Senate,NA,R,1/6/1987,1/3/2013,senjonkyl,1,146,0,0,115,0.788,0,,,,1
C00470948,21125,raul,labrador,raullabrador,ID,House,1,R,1/5/2011,1/3/2019,raul_labrador,6,1755,0,0,1591,0.907,1,,,,0
C00470948,21125,raul,labrador,raullabrador,ID,House,1,R,1/5/2011,1/3/2019,RaulLabrador4ID,,,,,,,1,,,,0
C00575050,21562,darin,lahood,darinlahood,IL,House,18,R,9/17/2015,1/3/2019,replahood,7,602,0,0,461,0.766,1,,,,1
C00575050,21562,darin,lahood,darinlahood,IL,House,18,R,9/17/2015,1/3/2019,ElectLaHood,,,,,,,1,,,,0
C00509422,21302,doug,lamalfa,douglamalfa,CA,House,1,R,1/3/2013,1/3/2019,replamalfa,4,349,0,0,256,0.734,1,,,,1
C00509422,21302,doug,lamalfa,douglamalfa,CA,House,1,R,1/3/2013,1/3/2019,DougLaMalfa,,,,,,,1,,,,0
C00657411,21756,conor,lamb,conorlamb,PA,House,18,D,,,ConorLambPA,,,,,,,1,,,,0
C00657411,21756,conor,lamb,conorlamb,PA,House,18,D,,,RepConorLamb,,,,,,,1,,,,1
C00420745,20704,doug,lamborn,douglamborn,CO,House,5,R,1/4/2007,1/3/2019,repdlamborn,1,3337,0,1,NA,NA,1,,,,1
C00420745,20704,doug,lamborn,douglamborn,CO,House,5,R,1/4/2007,1/3/2019,DougLambornCD5,,,,,,,1,,,,0
C00444224,20929,leonard,lance,leonardlance,NJ,House,7,R,1/6/2009,1/3/2019,replancenj7,0,1429,0,0,1174,0.822,1,,,,1
C00444224,20929,leonard,lance,leonardlance,NJ,House,7,R,1/6/2009,1/3/2019,LeonardLanceNJ7,,,,,,,1,,,,0
C00325126,49702,mary,landrieu,marylandrieu,LA,Senate,NA,D,1/7/1997,1/3/2015,senlandrieu,7,2054,0,0,1642,0.799,1,,,,1
C00325126,49702,mary,landrieu,marylandrieu,LA,Senate,NA,D,1/7/1997,1/3/2015,MaryLandrieu,,,,,,,1,,,,0
C00472712,21138,jeff,landry,jefflandry,LA,House,3,R,1/5/2011,1/3/2013,jefflandry,1,1606,0,0,686,0.427,1,,,,0
C00472712,21138,jeff,landry,jefflandry,LA,House,3,R,1/5/2011,1/3/2013,LandryForLA,,,,,,,1,,,,0
C00344697,,james,langevin,jameslangevin,RI,House,2,D,,,LangevinForRI,,,,,,,,,,,
C00344697,20136,james,langevin,jameslangevin,RI,House,2,D,1/3/2001,1/3/2019,jimlangevin,2,8385,1,0,7958,0.949,0,,,,0
C00344697,21166,james,lankford,jameslankford,OK,Senate,NA,R,1/5/2011,1/3/2023,senatorlankford,4,4182,0,1,NA,NA,1,,,,1
C00344697,21166,james,lankford,jameslankford,OK,Senate,NA,R,1/5/2011,1/3/2023,jameslankford,,,,,,,1,,,,0
C00345546,20145,rick,larsen,ricklarsen,WA,House,2,D,1/3/2001,1/3/2019,repricklarsen,1,5282,0,0,3454,0.654,1,,,,1
C00345546,20145,rick,larsen,ricklarsen,WA,House,2,D,1/3/2001,1/3/2019,larsenrick,,,,,,,1,,,,0
C00330142,29908,john,larson,johnlarson,CT,House,1,D,1/6/1999,1/3/2019,repjohnlarson,3,2165,0,1,NA,NA,1,,,,1
C00330142,29908,john,larson,johnlarson,CT,House,1,D,1/6/1999,1/3/2019,JohnLarsonCT,,,,,,,1,,,,0
C00287045,29522,tom,latham,tomlatham,IA,House,3,R,1/4/1995,1/3/2015,tomlatham,2,1348,0,0,1215,0.901,0,1,4,,0
C00284174,29553,steven,latourette,stevenlatourette,OH,House,14,R,1/4/1995,1/3/2013,latourette,2,52,0,0,3,0.058,0,,,,0
C00438697,20755,robert,latta,robertlatta,OH,House,5,R,12/13/2007,1/3/2019,boblatta,4,5744,0,1,NA,NA,1,,,,0
C00438697,20755,robert,latta,robertlatta,OH,House,5,R,12/13/2007,1/3/2019,latta4congress,,,,,,,1,,,,0
C00382457,14914,frank,lautenberg,franklautenberg,NJ,Senate,NA,D,12/27/1982,6/3/2013,franklautenberg,6,1805,0,0,1749,0.969,1,,,,0
C00382457,14914,frank,lautenberg,franklautenberg,NJ,Senate,NA,D,12/27/1982,6/3/2013,Lautenberg4NJ,,,,,,,1,,,,0
C00552588,21530,brenda,lawrence,brendalawrence,MI,House,14,D,1/6/2015,1/3/2019,replawrence,5,2895,0,0,2165,0.748,1,,,,1
C00552588,21530,brenda,lawrence,brendalawrence,MI,House,14,D,1/6/2015,1/3/2019,BrendaLLawrence,,,,,,,1,,,,0
C00460261,21732,al,lawson,allawson,FL,House,5,D,1/3/2017,1/3/2019,repallawsonjr,1,104,0,0,45,0.433,1,,,,1
C00460261,21732,al,lawson,allawson,FL,House,5,D,1/3/2017,1/3/2019,AlLawsonJr,,,,,,,1,,,,0
C00068353,14307,patrick,leahy,patrickleahy,VT,Senate,NA,D,1/14/1975,1/3/2023,senatorleahy,0,9929,0,1,NA,NA,1,,,,1
C00068353,14307,patrick,leahy,patrickleahy,VT,Senate,NA,D,1/14/1975,1/3/2023,PatrickLeahy,,,,,,,1,,,,0
C00331769,29778,barbara,lee,barbaralee,CA,House,13,D,4/7/1998,1/3/2019,repbarbaralee,1,6267,1,0,4807,0.767,1,,,,1
C00331769,29778,barbara,lee,barbaralee,CA,House,13,D,4/7/1998,1/3/2019,BLeeForCongress,,,,,,,1,,,,0
C00473827,41110,mike,lee,mikelee,UT,Senate,NA,R,1/5/2011,1/3/2023,senmikelee,5,4080,0,0,3036,0.744,1,,,,1
C00473827,41110,mike,lee,mikelee,UT,Senate,NA,R,1/5/2011,1/3/2023,MikeLeeforUtah,,,,,,,1,,,,0
C00655613,21938,susie,lee,susielee,NV,House,3,,,,SusieLeeNV,,,,,,,1,,,,0
C00655613,21938,susie,lee,susielee,NV,House,3,,,,RepSusieLee,,,,,,,1,,,,1
C00494971,40911,george,lemieux,georgelemieux,FL,Senate,NA,R,9/10/2009,1/3/2011,george_lemieux,6,2352,0,0,347,0.148,0,,,,0
C00662619,21940,andy,levin,andylevin,MI,House,9,,,,Andy_Levin,,,,,,,1,,,,0
C00662619,21940,andy,levin,andylevin,MI,House,9,,,,RepAndyLevin,,,,,,,1,,,,1
C00088484,14709,carl,levin,carllevin,MI,Senate,NA,D,1/15/1979,1/3/2015,sencarllevin,2,915,0,0,701,0.766,0,,,,1
C00634253,21939,Mike,Levin,mikelevin,CA,House,49,,,,RepMikeLevin,,,,,,,1,,,,1
C00634253,21939,Mike,Levin,mikelevin,CA,House,49,,,,MikeLevinCA,,,,,,,1,,,,0
C00156612,15033,sander,levin,sanderlevin,MI,House,9,D,1/3/1983,1/3/2019,repsandylevin,1,2412,0,1,NA,NA,1,,,,1
C00156612,15033,sander,levin,sanderlevin,MI,House,9,D,1/3/1983,1/3/2019,Levin4Congress,,,,,,,1,,,,0
C00589234,21733,jason,lewis,jasonlewis,MN,House,2,R,1/3/2017,1/3/2019,repjasonlewis,6,241,0,0,133,0.552,1,,,,1
C00589234,21733,jason,lewis,jasonlewis,MN,House,2,R,1/3/2017,1/3/2019,Jason2CD,,,,,,,1,,,,0
C00090357,14644,jerry,lewis,jerrylewis,CA,House,41,R,1/15/1979,1/3/2013,repjerrylewis,1,245,0,0,175,0.714,0,,,,1
C00202416,15431,john,lewis,johnlewis,GA,House,5,D,1/6/1987,1/3/2019,repjohnlewis,0,1721,0,1,NA,NA,0,,,,1
C00235515,15704,joseph,lieberman,josephlieberman,CT,Senate,NA,I,1/3/1989,1/3/2013,joelieberman,1,745,0,1,NA,NA,0,,,,0
C00556506,21507,ted,lieu,tedlieu,CA,House,33,D,1/6/2015,1/3/2019,reptedlieu,5,2493,0,0,1582,0.635,1,,,,1
C00556506,21507,ted,lieu,tedlieu,CA,House,33,D,1/6/2015,1/3/2019,tedlieu,,,,,,,1,,,,0
C00255463,29305,blanche,lincoln,blanchelincoln,AR,Senate,NA,D,1/5/1993,1/3/2011,blanche4senate,4,1780,0,0,1371,0.77,0,,,,0
C00405431,,daniel,lipinski,daniellipinski,IL,House,3,D,,,DanLipinski,,,,,,,,,,,
C00405431,20508,daniel,lipinski,daniellipinski,IL,House,3,D,1/4/2005,1/3/2019,replipinski,4,1548,0,0,1194,0.771,0,,,,1
C00269340,29539,frank,lobiondo,franklobiondo,NJ,House,2,R,1/4/1995,1/3/2019,replobiondo,3,3448,0,0,2733,0.793,0,,,,1
C00414318,20720,david,loebsack,davidloebsack,IA,House,2,D,1/4/2007,1/3/2019,daveloebsack,4,771,1,1,NA,NA,1,,,,0
C00414318,20720,david,loebsack,davidloebsack,IA,House,2,D,1/4/2007,1/3/2019,DaveForIowa,,,,,,,1,,,,0
C00289603,29504,zoe,lofgren,zoelofgren,CA,House,19,D,1/4/1995,1/3/2019,repzoelofgren,2,1738,0,0,1210,0.696,1,,,,1
C00289603,29504,zoe,lofgren,zoelofgren,CA,House,19,D,1/4/1995,1/3/2019,ZoeLofgren,,,,,,,1,,,,0
C00460063,21150,billy,long,billylong,MO,House,7,R,1/5/2011,1/3/2019,usreplong,1,5641,0,0,2792,0.495,1,,,,1
C00460063,21150,billy,long,billylong,MO,House,7,R,1/5/2011,1/3/2019,auctnr1,,,,,,,1,,,,0
C00543892,21515,barry,loudermilk,barryloudermilk,GA,House,11,R,1/6/2015,1/3/2019,reploudermilk,7,988,0,0,848,0.858,1,,,,1
C00543892,21515,barry,loudermilk,barryloudermilk,GA,House,11,R,1/6/2015,1/3/2019,standwithbarry,,,,,,,1,,,,0
C00505776,21552,mia,love,mialove,UT,House,4,R,1/6/2015,1/3/2019,repmialove,4,638,0,0,549,0.861,1,,,,1
C00505776,21552,mia,love,mialove,UT,House,4,R,1/6/2015,1/3/2019,MiaBLove,,,,,,,1,,,,0
C00498212,21313,alan,lowenthal,alanlowenthal,CA,House,47,D,1/3/2013,1/3/2019,replowenthal,6,2551,0,0,1943,0.762,1,,,,1
C00498212,21313,alan,lowenthal,alanlowenthal,CA,House,47,D,1/3/2013,1/3/2019,alanlowenthal,,,,,,,1,,,,0
C00219881,15612,nita,lowey,nitalowey,NY,House,17,D,1/3/1989,1/3/2019,nitalowey,6,2101,0,0,1712,0.815,0,,,,0
C00287912,29393,frank,lucas,franklucas,OK,House,3,R,5/10/1993,1/3/2019,repfranklucas,5,621,0,0,577,0.929,1,,,,1
C00287912,29393,frank,lucas,franklucas,OK,House,3,R,5/10/1993,1/3/2019,FrankDLucas,,,,,,,1,,,,0
C00458679,20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,1/6/2009,1/3/2019,repblainepress,5,1409,0,0,1010,0.717,1,,,,1
C00458679,20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,1/6/2009,1/3/2019,LuetkemeyerB,,,,,,,1,,,,0
C00458679,20926,blaine,luetkemeyer,blaineluetkemeyer,MO,House,3,R,1/6/2009,1/3/2019,RepBlaine,,,,,,,1,,,,1
C00443689,20932,ben,lujan,benlujan,NM,House,3,D,1/6/2009,1/3/2019,repbenraylujan,2,1353,1,1,NA,NA,1,,,,1
C00443689,20932,ben,lujan,benlujan,NM,House,3,D,1/6/2009,1/3/2019,peopleforben,,,,,,,1,,,,0
C00443689,20932,ben,lujan,benlujan,NM,House,3,D,1/6/2009,1/3/2019,ChairmanDCCC,,,,,,,1,,,,0
C00501254,21341,michelle,lujangrisham,michellelujangrisham,NM,House,1,D,1/3/2013,1/3/2019,replujangrisham,3,3333,0,0,2205,0.662,1,,,,1
C00501254,21341,michelle,lujangrisham,michellelujangrisham,NM,House,1,D,1/3/2013,1/3/2019,Michelle4NM,,,,,,,1,,,,0
C00443580,20953,cynthia,lummis,cynthialummis,WY,House,1,R,1/6/2009,1/3/2017,cynthialummis,1,1584,0,0,1047,0.661,0,,,,0
C00390955,14647,daniel,lungren,daniellungren,CA,House,3,R,1/15/1979,1/3/2013,repdanlungren,5,465,0,0,405,0.871,1,,,,1
C00390955,14647,daniel,lungren,daniellungren,CA,House,3,R,1/15/1979,1/3/2013,dan_lungren,,,,,,,1,,,,0
C00664375,21941,elaine,luria,elaineluria,VA,House,2,,,,ElaineLuriaVA,,,,,,,1,,,,0
