,screen_name,text,date,retweets,favorites,polarizing,chamber,party
135,GKButterfield,It was a great honor to serve as @uncfsu's 2018 commencement speaker. Wishing all of this year's graduates a bright career and life ahead! https://t.co/judl4dbyXG,2018-05-16 21:35:00,14,14,0,House,D
0,RepByrne,I welcomed a group of seniors from @GulfShoresHS to the U.S. Capitol today. They are in D.C. for a nationwide conference targeting underage drinking and substance abuse. https://t.co/GlZi40TY2a,2018-02-06 23:54:00,3,5,0,House,R
37,MarkPocan,"RT @jonfavs: Trump ordered players to stand and owners to fire them if they refused. So more players kneeled and owners supported them.
Tru…",2017-09-24 17:07:00,33675,0,1,,
11,DonYoungAK,"Last night at dinner in Juneau, these two young Alaskans stopped by the table to catch up on issues they're concerned about and what l'm doing in D.C. for the future of our state. It was a great conversation and I appreciate hearing their perspective. https://t.co/rfiI8tejsj",2018-08-01 18:21:00,1,2,0,,
4,MikeHMichaud,RT @RepKathleenRice: Thanks so much for coming to #NY04 &amp; for all you're doing to help #HireVETS! -kr https://t.co/Wzsu4cNhUz,2016-02-08 21:18:00,2,0,0,House,D
44,RepPittenger,I am committed to ensuring our brave veterans receive the top-quality medical care they deserve. Read column here: https://t.co/eaXPD5eujT,2016-06-06 16:25:00,1,0,0,House,R
17,RepTomSuozzi,"Rep. Brian Fitzpatrick and I put together a bipartisan video in support of the Never Again Education Act.

Please, stand with us and sign the Never Again Petition.
https://t.co/f6VlOddHQv",2019-10-18 13:52:00,2,10,0,House,D
82,RosLehtinen,"So happy to have Mikaela join our #DC team and, most importantly, our Cuban Coffee Mafia! She is a bright political science &amp; Spanish student at @ElonUniversity who will certainly use the word ‘dale!’ after her experience here. https://t.co/kpalQfe97q",2018-07-24 18:03:00,9,37,0,House,R
72,KeithRothfus,"Good points on religious freedom. The Religious Freedom Restoration Act had near unanimous support from both Rs and Ds nearly 25 years ago. 

Sad to see so many Ds in Congress and in state gov abandon what is the first freedom in our founding documents.  https://t.co/H8dmzzTYgG",2019-10-25 00:01:00,3,5,1,House,R
139,DonaldNorcross,"Welcome to the neighborhood, Cpl. Joe Logue Jr.! Hoping you &amp; your family are feeling right at home.

Thank you for your service.
https://t.co/gG4r2yABsY",2019-11-15 16:00:00,2,2,0,House,D
91,CharlieCrist,Great to be in Jacksonville with Charles &amp; Lola - love to see those stickers! Get yours now: http://t.co/7xTYUfPjki http://t.co/A8flHgzSIx,2014-04-11 20:33:00,17,15,0,,
69,JeffFortenberry,Ricky’s DNA was recently analyzed. He’s 37.5% Chow Chow and a mix of other breeds. The 25% of his DNA that’s unaccounted for? We think it’s Tweetish. https://t.co/rpwvSATix9,2018-05-26 00:31:00,2,7,0,House,R
117,SenFranken,Glad I was able visit to Gimaajii Domestic Violence shelter in Duluth today to discuss efforts to prevent violence in Native communities. https://t.co/s6Qmxr3Wfd,2016-10-17 21:00:00,11,44,0,,
24,Daniel_Inouye,Senator Inouye met with U.S. Postmaster General Patrick R. Donahoe. http://bit.ly/gyV3Cy,2011-01-25 16:02:00,0,0,0,Senate,D
99,StevenHorsford,RT @MGMNatlHarbor: Get to know local artist Ronald Beverly. His #CherryBlossom photography will be featured around our resort! https://t.co…,2016-03-31 13:55:00,4,0,0,,
86,RepGusBilirakis,"Introduced Bipartisan Tax Cut for U.S. Troops w/ Rep. Carney of PA:  
http://tinyurl.com/cgyczb",2009-03-23 20:57:00,0,0,0,House,R
27,JoeLieberman,"For the latest updates on Hurricane Sandy, visit the National Hurricane Center at http://t.co/NmSQGsGM and click on the storm",2012-10-26 17:25:00,2,0,0,Senate,I
31,EricCantor,Today is the statutory deadline for the President to submit next year's budget to Congress. There is no excuse for having missed that mark.,2013-02-04 18:58:00,83,13,0,House,R
56,HeidiHeitkamp,It’s times like these — with the trade war raging — that I worry for our kids about the future of farming. We’re spending a lot of time around here clearing out storage areas because nobody’ll buy our soybeans. It could cost me hundreds of thousands of dollars. https://t.co/f6dP3pL8vI,2018-09-18 15:00:00,13,22,0,,
42,DrRandPaul,"Critic claims Federal Reserve would fail audit: After devaluing the Dollar, artificially lowering interest rates.. http://tinyurl.com/lkqzfu",2009-06-10 16:32:00,0,0,1,,
39,ChrisMurphyCT,"Started the day w my family thanking voters at Mo's Midtown in Hartford. Now, hot dogs at Capitol Lunch. #winning",2012-11-07 18:51:00,13,4,0,Senate,D
4,chuck4congress,"In the House, we’ve tried to vote on a bill that would ensure children who are born alive during abortions recieve medical care. The Democrats won’t allow a vote on it. Imagine what they will do if they win the White House...",2019-06-27 01:30:00,0,0,1,House,R
6,SenJoniErnst,Enjoyed visiting with entrepreneurs at yesterday's tour of Colab in Jefferson County. #99CountyTour https://t.co/aiJXpEJbFP,2016-08-24 15:52:00,4,4,0,Senate,R
105,RepJeffDuncan,@AH1MECHANIC @BWestbrookAZ8 @stucker53 so I guess ol' Harry is a one-percenter now,2017-05-07 16:33:00,0,0,0,House,R
29,Palmer4Alabama,"RT @carriealmom: @Palmer4Alabama @mattmurphyshow Love that positive, forward thinking message. Best of luck and God bless you!",2014-10-22 13:30:00,1,0,0,,
88,AGBecerra,Reforming the felony murder rule is a major milestone in the quest to make our criminal justice system fair and equitable. #SB1437 can and will impact thousands who face the specter of unjust incarceration. I am proud to stand up and defend it in court. https://t.co/o0PaCcYjnX,2019-07-22 19:02:00,51,111,0,House,D
91,RubenGallego,It is the first $1 over $5.5 million that gets assessed the estate tax. That is a small percentage of the US population. https://t.co/mmEsfknme5,2017-10-19 02:44:00,15,44,0,,
44,RepBradAshford,I know firsthand about the struggles entrepreneurs face. I am committed to supporting tax credits for #smallbiz. https://t.co/ocuzBcvLQy,2016-07-03 19:00:00,3,5,0,House,D
112,claudiatenney,LOL @greggutfeld just referred to @JoeNBC as an #Ass on @TheFiveatfive #truth,2019-08-05 21:20:00,0,2,0,House,R
7,repjohnlewis,"RT @RepJimmyGomez: Here outside U.S. Customs &amp; Border Protection with @RepSchakowsky, @RepJudyChu, @repjohnlewis, @RepGutierrez, @repjoecro…",2018-06-13 21:40:00,800,0,0,House,D
10,DavidVitter,Team Vitter is ready for game day at LSU! http://t.co/anEdW51xO9,2015-09-05 21:14:00,4,4,0,Senate,R
79,jameslankford,"RT @stocktonduvall: Vote for @jameslankford because he lives by the 11th commandment! ""Never attack a fellow Republican"" #WhyJamesLankford",2014-06-24 17:34:00,2,6,1,Senate,R
81,RepHuffman,So why in such a hurry to throw $$ at – and lock in a new water contract for - #Westlands while we have all these unanswered questions? 7/9,2017-04-27 17:12:00,5,8,1,House,D
139,RepShimkus,The ⬆ wages expected to result from #TaxReform would lead to the 1st sustained ⬇ in income inequality in +40 years! https://t.co/snmu1dWnqO,2017-10-11 15:00:00,2,5,0,House,R
10,PeteSessions,"Instead of working toward a #BalancedBudget for future generations, the #ObamaBudget creates a future of debt. PHOTO: http://t.co/OnBLQjXJ0b",2013-04-11 15:16:00,2,0,1,House,R
46,claudiatenney,RT @realDonaldTrump: Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,2019-12-06 04:30:00,30859,0,1,House,R
113,GreggHarper,Be sure to catch my friend @JoeNosef on @StartingPtCNN this a.m.,2013-01-22 12:44:00,0,0,0,House,R
61,VernBuchanan,"Veterans Oppose The Health Care Bill.[VFW:""National Health Care Bill Betrays Veterans"" Release: http://bit.ly/97Tihi ] #hcr",2010-03-21 19:14:00,0,0,0,House,R
93,RepKathleenRice,Today we honor the women who won the right to vote 95 yrs ago &amp; recommit ourselves to the long fight for full equality. #WomensEqualityDay,2015-08-26 15:00:00,4,6,0,House,D
86,SenCoryGardner,Thanks to @AjitPaiFCC and others at @FCC for pushing to keep the U.S. competitive in the race to #5G. @SenatorHassan and I call for auctioning the same bands in our AIRWAVES Act: https://t.co/GIyWgKJXP6,2018-02-27 15:03:00,16,48,0,Senate,R
89,sethmoulton,"After Kim Jong Un tested these missiles, the president tweeted ""I am with him.""

I think that tells you everything you need to know about Donald Trump's priorities. https://t.co/Z8v9mtOM7E",2019-05-05 16:58:00,65,218,1,House,D
30,DwightEvansPA,RT @WaysMeansCmte: It’s #FinancialLiteracyMonth! W&amp;M Dems are recognizing its importance by advancing legislation that helps workers save a…,2019-04-11 20:06:00,6,0,0,,
39,SenMikeLee,"Check out ""Leashing Leviathan: The Case for a Congressional Regulatory Budget"" https://t.co/MnDN2YR0Gx @Eventbrite",2016-05-24 04:58:00,18,26,1,Senate,R
14,SenSchumer,The Aspinwall Motel in Henderson served as a stop on the Underground Railroad before the Civil War. #NYtownoftheday,2014-04-28 15:34:00,3,3,0,Senate,D
131,RepJoseSerrano,The Serrano Report for this week is available online at: http://t.co/wV8iwjo1yd,2014-06-30 16:49:00,3,2,0,House,D
113,SenatorTomUdall,"It’s simple—#TrumpCare Medicaid cuts imperil working families, children &amp; the elderly who rely on the 52 year old program for essential care",2017-07-26 20:15:00,15,44,1,Senate,D
14,RepLaMalfa,RT @WhiteHouse: President @realDonaldTrump is traveling to California to meet with those impacted by the devastating wildfires. Learn how t…,2018-11-17 17:49:00,8680,0,0,House,R
141,jahimes,Joined @SenBlumenthal  &amp; @JoeGanim &amp; Labor friends to commemorate the horrible tragedy at L'Ambiance in #Bridgeport https://t.co/ROkQeEe1Ax,2016-04-23 21:01:00,4,2,0,House,D
65,RepGutierrez,RT @DemsEspanol: El día de hoy los republicanos votarán a favor de un fraudulento plan fiscal que aumentará los impuestos de decenas de mil…,2017-12-19 18:31:00,45,0,1,House,D
1,PatrickMcHenry,Trying to watch the U.S. Capitol service honoring Reverend Billy Graham? @SpeakerRyan has details on how to watch--&gt; https://t.co/ycHFOJ1dCx,2018-02-28 14:29:00,3,3,0,House,R
103,RepRickCrawford,"@_MattressSale @sistercrow It's a tough job, but someone has to do it. Have a nice day.",2017-09-28 18:35:00,1,0,0,House,R
0,RepLoriTrahan,RT @CGAlward: At @NECouncil event hearing from MA 3rd District Congresswoman  @RepLoriTrahan. She speaks to her priorities and work on Arme…,2019-01-22 17:05:00,5,0,0,,
1,DaveForIowa,Hearing lots of Iowa support for @jasoncollins34. His courage is a great inspiration to #LGBT community. Proud Iowa led the way on equality.,2013-04-30 21:27:00,0,0,0,,
89,RepMarkWalker,"""The program, which has been in existence for three years, was created as an avenue to specifically open up career pathways for North Carolina-based HBCU students in the realm of politics.""

This Black Millennial Is Breaking Racial Barriers On Capitol Hill https://t.co/WXReez1NeH",2018-04-18 15:45:00,3,1,0,House,R
115,JoeCrowleyNY,"@pwbnyc I’m very concerned this. These children were fleeing untenable conditions at home and we need to do everything we can to ensure their safety. @pwbnyc, can you DM me a way to contact you so I can give you more information?",2018-05-29 17:21:00,0,1,0,,
6,RepJerryLewis,Reid and Senate cont. mockery of responsible spending and rush through a state bailout designed to save only govt jobs http://bit.ly/beYBYV,2010-08-05 17:15:00,0,0,1,House,R
50,DwightEvansPA,"RT @padairymens: This #WorldMilkDay, we’re raising a glass to all the amazing people who bring incredible, delicious dairy to our tables. W…",2018-06-01 14:06:00,11,0,0,,
100,RepBonamici,"By 2100, 13.1 million people may have to migrate because of sea level rise, creating drastic consequences for socially and economically marginalized groups and low-income populations. #NCA4 #ClimateCrisisCountdown",2018-12-13 02:07:00,14,26,0,House,D
38,RepTomPrice,"From @WSJ: ""Taxpayers provide an 8% increase in revenue, but entitlements keep rising."" https://t.co/vZi9NKqlaW #RestoringTheTrust",2015-10-19 18:24:00,3,3,0,House,R
38,sharicedavids,RT @BosleyHawk: Just voted for @sharicedavids  and @SenatorKelly 🙌,2018-10-25 19:41:00,14,0,0,House,
27,GoMarlin,"RT @Josh_Barkley: 3k fans for @MarlinStutzman 4 US Sen., no prob! Let's do more! via http://ow.ly/1tzvG ""clk on Sug.to Frnds"" #indiana @ ...",2010-04-01 13:52:00,1,0,0,,
57,YoungForIowa,Interview and photo with Allison McNeal of The Dallas County News in Adel. http://t.co/SjpBk5AxwS,2014-01-13 17:20:00,0,0,0,,
11,TexansforLamar,Had a great time traveling the district last week during our recess! #TX21 https://t.co/WS37Z93jqz,2015-10-23 16:00:00,0,1,0,,
35,RepGrothman,REMINDER: My staff will be available at the Plymouth Library today for mobile office hours at 10:00 AM. #WI06,2015-07-31 13:58:00,1,1,0,House,R
71,Daniel_Inouye,"Senator Inouye is speaking on the Senate floor in support of H.R. 4899, the FY2010 supplemental appropriations bill.",2010-05-26 17:27:00,0,0,0,Senate,D
57,SenFeinstein,"President Trump’s shutdown is now the longest in U.S. history. As it drags on, more and more Californians are feeling the harmful effects. Yet President Trump refuses to listen to reason, seemingly unable to understand the real pain his shutdown is causing.",2019-01-12 17:54:00,2851,9325,1,Senate,D
16,RepTomEmmer,RT @westerncaucus: Great roundtable discussion on Obama Admin's proposed mineral withdrawal &amp; issues at Range Association of Municipalities…,2017-06-19 19:00:00,35,0,0,House,R
29,GabbyGiffords,"RT @krismayes: @Rep_Giffords Rep. Giffords' Solar Summit in DC, 1 p.m. Live webcast at http://j.mp/q37krd .#SolarTweetup",2011-09-15 16:01:00,3,1,0,House,D
17,Westmoreland_GA,"RT @SpeakerRyan: In this week's @HouseGOP address, @RepHartzler discusses the House's plan to repeal #Obamacare: https://t.co/KVrA2XSCWz",2016-01-04 14:59:00,22,0,0,House,R
1,RepChuyGarcia,"I couldn’t agree more, Chicago has always been the “Best Big City” for me. Indeed, we are a world-class destination with some of the world’s best displays of cultural diversity!. Proud to represent part of it! @CNTraveler https://t.co/mBH6dkQ631",2019-10-07 17:08:00,1,23,0,,
33,tedcruz,RT @GreatGretchen: This rally was incredible. I'm deaf from sitting next to the speaker and hoarse from screaming. I finally got to meet my…,2018-11-02 13:55:00,284,0,0,Senate,R
112,SenDuckworth,"At an Environment&amp; Public Works Cmte hearing yesterday, I spoke abt the importance of investing in our locks&amp;dams &amp; curbing invasive species https://t.co/W3xb9RXydJ",2017-05-11 01:00:00,30,145,0,Senate,D
133,RepDelBene,I’m relieved we were able to stop this dangerous legislation before it completely destabilized our healthcare system.https://t.co/Sn7dFHCo9q,2017-03-24 20:28:00,25,119,1,House,D
120,RepKevinBrady,"Roomies that gear together, stay together. Ready to play ball tomorrow with @SteveScalise, @RepShimkus, @RepErikPaulsen. #FourOnTheField https://t.co/vH6EelnkcL",2018-06-13 18:43:00,36,186,0,House,R
67,SenWarren,"America’s infrastructure is broken. But instead of making real investments to fix it, @realdonaldtrump wants to pass the burden on to local governments &amp; let private companies make up the difference. Americans want safer roads &amp; bridges – not higher tolls. https://t.co/7CsBbZbQpq",2018-02-12 22:25:00,5971,13311,1,Senate,D
9,RepGraceMeng,Joining @AAFederation and advocates in NYC to oppose President Trump’s #PublicCharge rule. Forcing families to choose between their legal immigration status and basic services is yet another cold-hearted assault on immigrants. We will continue to stand against it! https://t.co/gl1k8SYa1P,2019-08-16 21:12:00,5,16,1,House,D
58,JacksonLeeTX18,RT @deray: Minneapolis Institute Of Art Dedicates Exhibit To Philando Castile https://t.co/QeEkNVRgZJ,2019-06-14 21:16:00,168,0,0,House,D
12,MarkUdall,I set the record straight on the #budget earlier this week: http://t.co/BA8ZIU46,2012-09-13 22:26:00,1,0,0,Senate,D
116,RepSmucker,"I spoke with @WGAL today to discuss the separation of families at the border.

“Congressman Lloyd Smucker says as a parent he cannot support separating families at the border, but adds the immigration system must be fixed.”

I'll be in the meeting with @realDonaldTrump tonight. https://t.co/vyDJIbHZ80",2018-06-19 21:28:00,4,6,0,House,R
113,SenatorDurbin,"With the recent pardoning and release of numerous Azerbaijani political prisoners, it’s time for all the bogus charges against Azerbaijani Radio Free Europe/Radio Liberty journalist Khadija Ismayilova to also be dropped.  https://t.co/SUCmi4jJQQ",2019-09-06 16:08:00,31,60,1,Senate,D
